x,y
2.7418686580100426,0.1026675618406829
5.881508288909636,0.11707126213633921
3.552597467870593,0.12460761628213089
6.696873497119961,0.08002789031483543
3.091065718629271,0.17510200201090934
4.902783687470242,0.0753424794378164
3.295003401513652,0.1541188869181843
3.4922571565545724,0.16294342364467188
5.305218514884748,0.06561481854137499
1.0314935461102648,0.023556332230899018
1.7358118096007202,0.002692301224999913
2.4430122502046503,0.13291959227866174
2.31741617418884,0.07848429147043662
4.388783523077288,0.12693820486372365
8.61750279428109,0.013885435265676578
1.2752994844598797,0.08295713501119062
2.3534510530732455,0.14776523579136494
4.516002549577114,0.11554753829365526
5.479694141367533,0.05511430761751686
2.008814762499198,0.1389289062505029
3.633369836236142,0.15399137812228572
4.5355119795129095,0.08991169702039409
5.656604265221825,0.01796308350329033
2.276841109178336,0.031173216473174024
4.557338920695095,0.1388783897212859
5.9549246328732375,0.03779085425249383
2.8814133493673233,0.06610459735056036
1.4845343587783644,0.04480053146383146
4.051974177171638,0.1918846306071357
3.0423223060736237,0.11575478436862371
3.3954139718189036,0.01600428675956757
6.520977426543975,0.08014058137594532
4.889796188123439,0.13547104584845251
4.508405748462751,0.10953531300390225
7.533176484279201,0.017051433493033532
4.765882634942393,0.05116945313509179
4.164368648333198,0.007451896466248757
3.301970391260385,0.08228070858911782
2.906196475840934,0.043310356515278474
5.1398995975501975,0.08627488364507431
3.540551272847723,0.1866542970793114
3.3540958815169986,0.052383591780340556
0.5146731259805359,0.007038248060128277
0.20229028130189564,0.006661714873982627
6.487576944084572,0.02016479523684798
5.990330038613401,0.12397250568725152
2.6872897883722735,0.127276280608835
4.203746577336127,0.005170356531232475
2.792368081569916,0.06838947366844342
5.6246597270361365,0.12475910217383408
4.612001726968151,0.1716741866729891
3.5970442508433287,0.1270216960381145
0.5398784411265156,0.010776896242863638
3.702336569752771,0.17303877547616134
5.375738050105454,0.14699674389510772
3.6170107998134027,0.13631557061274077
1.3795212303847793,0.08446848586218644
4.411941494984739,0.03330400575859677
1.2561781951464956,0.03414556825008897
2.1479144902683434,0.060389955614698385
1.3661999701768002,0.0630480890322116
6.901484773894309,0.03957519165283622
4.568659772551349,0.06687386423966946
3.6455059586544314,0.16719536856393605
1.2252833825728193,0.015857288331669443
4.469829967310501,0.17421562842457347
2.532120709602952,0.07469626671858773
4.706322870229398,0.12618470091707015
4.163532989156238,0.148135370767459
2.987905906843935,0.06881433825422363
2.9434165392365164,0.08526747342715586
5.008224836383405,0.012162234292779362
4.119681951860617,0.13798240218429386
1.3797207666859523,0.07598931101943937
1.2782884674192374,0.04337970015455044
6.850844563027801,0.08325629300894179
5.767491056740763,0.04458807847051188
5.246244012292795,0.10262896084234781
4.740058706769892,0.08914273708943582
3.355893188780643,0.12224839610736603
3.8416480083468985,0.18271057637669885
3.3456079294810337,0.057330500073172384
2.541770155997276,0.028951162708688367
4.372147628721777,0.08324158315251468
1.0884314521180638,0.06874085687918376
4.360314031205636,0.16079881483549607
2.0391385819858865,0.10097791381120454
4.808305906015611,0.19398444828403952
8.60598308023313,0.022385240725397035
5.186981960662225,0.022139357221498884
4.554749277550196,0.16218677463681683
3.399418203846345,0.1835815918564524
5.533604987547456,0.03828174207152018
3.6073048200978874,0.15099141642756406
2.8430479644417583,0.11446324789814181
5.364373361104462,0.03252265958023235
2.461439140760515,0.028316793273937612
6.95317853513253,0.08711661746607718
7.773004658106776,0.04394323059865554
5.025365164873787,0.002235909595964846
2.140568596986845,0.03775093428262966
3.738813931818201,0.08033157521563096
5.0147804237057585,0.0731860316320128
4.101106258804728,0.1624110298326894
1.0546380530983779,0.03568116393579765
2.1386833076907075,0.1419056781521024
3.2528720946896805,0.18117514975696855
3.0612188471771185,0.16533793564107122
6.091247764099261,0.08701328082082503
3.954471851117325,0.046748284124396446
4.249535300745122,0.12229809317020039
3.193732121825341,0.12893201164328136
5.093711546816646,0.06856446910658448
3.305944236469993,0.13794913666208614
1.900769451173434,0.08237084829136333
2.593096857087198,0.017852391774775416
6.18071374629261,0.0211572624662675
2.897324706810427,0.15066515317574772
3.5830326264314993,0.050997555752820965
5.835351435277865,0.054559014472752326
4.754491274245569,0.15286266028410664
5.504184069155535,0.13582782801684595
0.745837604745454,0.007894234056545562
3.0537023984239564,0.02757269895899805
2.9707866571100383,0.07068542538031888
4.98543107568082,0.15378638132634043
4.315819659964268,0.0921874613200864
3.7695162368218815,0.06813796412396939
3.3145013611856333,0.024385998451652752
8.40525870763069,8.081608868835342e-05
3.379843661794879,0.02877522646001791
3.718160568457758,0.02452246260106505
0.1757196333639799,0.0008167025487040191
4.576856222881838,0.17663569904014143
4.233793774207699,0.18149953868603383
3.745830851207519,0.1716764341775482
1.1782589037205637,0.018624117289742857
2.709328525872552,0.05211014176119616
4.216242173003497,0.13684308312993063
2.0919019402068773,0.009783598935888906
4.651504932536912,0.17017599896437693
5.338138484385899,0.13577688571585877
3.4667359918276097,0.15200479598075187
4.657644724583996,0.011640119480407222
1.9309787811950252,0.03002853119911455
4.9470038770379166,0.1163493520972117
4.5331905052983945,0.040484089438550974
6.551600428766933,0.058382804789828525
3.0702821516243506,0.01001725828324064
